tpep_pickup_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,tip_amount,total_amount,congestion_surcharge
2021-01-02 09:24:09,1.0,0.6,75,74,0.0,5.3,0.0
2021-01-02 09:22:13,1.0,0.7,143,239,0.0,8.3,2.5
2021-01-02 09:05:37,2.0,3.9,262,107,4.3,21.6,2.5
2021-01-02 09:47:02,1.0,1.2,233,137,2.6,11.4,2.5
2021-01-02 09:45:18,1.0,0.7,263,263,0.0,7.8,2.5
2021-01-02 09:49:58,1.0,0.6,263,141,1.45,8.75,2.5
2021-01-02 09:49:52,1.0,1.5,243,244,0.0,9.3,0.0
2021-01-02 09:02:05,1.0,2.69,237,113,2.76,16.56,2.5
2021-01-02 09:16:59,1.0,2.98,90,237,2.2,16.0,2.5
2021-01-02 09:01:54,1.0,0.4,263,75,0.0,4.3,0.0
2021-01-02 09:29:37,1.0,6.6,263,144,0.0,24.3,2.5
2021-01-02 09:58:57,1.0,1.1,234,137,0.0,9.8,2.5
2021-01-02 09:44:06,1.0,1.2,236,239,1.85,11.15,2.5
2021-01-02 09:16:12,1.0,23.68,148,79,0.0,96.3,2.5
2021-01-02 09:41:16,1.0,1.93,68,163,2.95,14.75,2.5
2021-01-02 09:14:28,1.0,7.33,238,4,0.0,25.3,2.5
2021-01-02 09:50:21,1.0,0.99,170,163,1.66,9.96,2.5
2021-01-02 09:21:25,4.0,1.2,138,138,0.0,6.8,0.0
2021-01-02 09:30:13,3.0,6.44,129,161,0.0,26.3,2.5
2021-01-02 09:36:41,1.0,1.5,137,79,1.0,11.3,2.5
2021-01-02 09:49:16,1.0,2.6,170,142,2.65,15.95,2.5
2021-01-02 09:34:29,1.0,1.08,236,75,0.0,8.8,2.5
2021-01-02 09:04:57,1.0,0.3,113,249,1.8,9.1,2.5
2021-01-02 09:37:24,1.0,1.6,68,142,1.0,11.3,2.5
2021-01-02 09:48:10,1.0,2.5,239,68,2.75,16.55,2.5
2021-01-02 09:22:07,1.0,1.39,239,143,2.06,12.36,2.5
2021-01-02 09:55:04,1.0,1.54,170,163,2.58,12.88,2.5
2021-01-02 09:57:34,5.0,19.49,43,132,0.0,61.42,2.5
2021-01-02 09:39:52,6.0,1.0,107,162,1.66,9.96,2.5
2021-01-02 09:56:03,6.0,0.77,262,236,0.0,9.3,2.5
2021-01-02 09:53:29,1.0,5.8,132,197,0.0,18.8,0.0
2021-01-02 09:34:38,1.0,2.29,146,233,0.0,12.8,2.5
2021-01-02 09:41:53,1.0,1.11,229,170,0.0,8.3,2.5
2021-01-02 09:52:20,1.0,3.57,229,232,3.06,18.36,2.5
2021-01-02 09:42:24,1.0,0.6,230,186,0.0,7.3,2.5
2021-01-02 09:35:57,1.0,0.8,144,232,0.0,8.8,2.5
2021-01-02 09:09:41,1.0,0.41,48,48,1.36,8.16,2.5
2021-01-02 09:28:41,1.0,1.41,43,237,0.0,10.8,2.5
2021-01-02 09:39:00,1.0,1.11,141,43,2.0,11.3,2.5
2021-01-02 09:36:26,1.0,2.2,224,144,2.65,15.95,2.5
2021-01-02 09:46:00,1.0,7.6,132,63,0.0,23.8,0.0
2021-01-02 09:29:58,1.0,1.2,140,262,2.05,12.35,2.5
2021-01-02 09:53:20,1.0,1.8,170,144,2.15,12.95,2.5
2021-01-02 09:05:34,1.0,4.82,262,4,0.0,18.3,2.5
2021-01-02 09:29:08,1.0,4.96,107,75,1.93,21.23,2.5
2021-01-02 09:36:19,1.0,3.2,170,239,1.0,16.8,2.5
2021-01-02 09:48:06,1.0,1.6,166,238,0.0,11.3,2.5
2021-01-02 09:23:02,1.0,1.7,166,236,1.85,11.15,0.0
2021-01-02 09:40:59,1.0,1.1,238,142,2.05,12.35,2.5
2021-01-02 09:05:40,1.0,15.95,132,112,8.76,52.56,0.0
2021-01-02 09:35:34,1.0,8.13,138,167,0.0,34.42,0.0
2021-01-02 09:51:28,1.0,26.54,132,14,14.56,87.36,0.0
2021-01-02 09:16:01,2.0,1.82,166,41,2.06,12.36,0.0
2021-01-02 09:07:41,1.0,1.67,236,74,2.19,9.49,0.0
2021-01-02 09:19:01,1.0,2.81,75,161,0.0,13.3,2.5
2021-01-02 09:52:41,1.0,1.01,41,42,0.0,6.3,0.0
2021-01-02 09:28:10,1.0,2.1,166,142,0.0,14.3,2.5
2021-01-02 09:16:00,1.0,1.62,137,141,0.98,10.78,2.5
2021-01-02 09:00:16,1.0,0.89,90,90,0.0,10.3,2.5
2021-01-02 09:16:42,1.0,1.98,158,164,0.0,10.8,2.5
2021-01-02 09:31:44,1.0,6.06,113,24,5.06,30.36,2.5
2021-01-02 09:37:59,1.0,2.1,113,68,0.0,11.8,2.5
2021-01-02 09:56:03,1.0,0.4,142,142,0.68,7.48,2.5
2021-01-02 09:37:27,1.0,0.8,140,229,1.65,9.95,2.5
2021-01-02 09:35:49,2.0,3.75,238,246,5.04,21.84,2.5
2021-01-02 09:54:42,2.0,0.86,90,100,1.17,8.97,2.5
2021-01-02 09:36:53,1.0,15.17,234,1,0.0,72.55,0.0
2021-01-02 09:36:05,1.0,0.8,137,164,1.86,11.16,2.5
2021-01-02 09:04:59,1.0,1.3,162,163,1.95,11.75,2.5
2021-01-02 09:13:15,1.0,1.0,142,50,3.0,11.8,2.5
2021-01-02 09:42:24,1.0,0.7,186,90,0.0,7.8,2.5
