tpep_pickup_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,tip_amount,total_amount,congestion_surcharge
2021-01-02 06:00:11,2.0,18.94,132,97,13.32,66.62,0.0
2021-01-02 06:59:13,1.0,0.6,90,249,0.0,7.8,2.5
2021-01-02 06:18:59,4.0,13.4,132,252,9.15,45.95,0.0
2021-01-02 06:41:47,1.0,4.05,75,164,3.26,19.56,2.5
2021-01-02 06:42:23,1.0,17.0,132,21,0.0,46.8,0.0
2021-01-02 06:39:38,5.0,1.24,163,229,0.0,9.3,2.5
2021-01-02 06:46:53,6.0,2.08,229,234,2.26,13.56,2.5
2021-01-02 06:12:33,1.0,18.6,132,48,11.05,66.35,2.5
2021-01-02 06:00:38,1.0,4.32,75,186,0.0,16.8,2.5
2021-01-02 06:30:22,1.0,1.87,186,163,2.16,12.96,2.5
2021-01-02 06:04:21,1.0,9.16,132,95,0.0,26.8,0.0
2021-01-02 06:52:52,1.0,1.22,233,107,2.2,11.0,2.5
2021-01-02 06:50:40,1.0,9.2,151,88,1.0,31.8,2.5
2021-01-02 06:06:42,2.0,12.4,132,71,7.46,44.76,0.0
2021-01-02 06:52:13,1.0,1.22,238,75,1.0,8.3,0.0
2021-01-02 06:29:32,1.0,0.53,249,249,0.0,6.8,2.5
2021-01-02 06:45:52,1.0,3.96,90,239,0.0,18.3,2.5
2021-01-02 06:51:29,1.0,1.36,238,75,0.0,9.8,2.5
2021-01-02 06:20:26,1.0,1.4,161,48,1.0,11.8,2.5
2021-01-02 06:37:47,1.0,4.3,68,43,0.0,17.8,2.5
2021-01-02 06:30:43,1.0,2.55,88,25,0.0,11.8,2.5
2021-01-02 06:57:02,1.0,12.15,132,71,0.0,38.8,0.0
2021-01-02 06:22:23,1.0,19.16,132,65,10.46,62.76,0.0
2021-01-02 06:53:16,1.0,1.07,237,140,0.0,9.3,2.5
2021-01-02 06:05:21,2.0,2.4,249,163,0.0,11.8,2.5
2021-01-02 06:21:25,2.0,2.77,68,4,0.0,14.8,2.5
2021-01-02 06:21:34,1.0,3.22,107,256,0.0,15.8,2.5
2021-01-02 06:16:13,1.0,0.42,263,75,0.0,4.3,0.0
2021-01-02 06:37:23,1.0,10.95,229,31,0.0,33.8,2.5
2021-01-02 06:37:50,1.0,21.36,132,231,11.06,66.36,2.5
2021-01-02 06:57:21,1.0,0.11,244,244,0.01,20.01,0.0
2021-01-02 06:40:30,1.0,2.7,263,170,2.55,15.35,2.5
2021-01-02 06:54:45,2.0,3.3,141,24,2.0,16.8,2.5
2021-01-02 06:37:44,1.0,2.2,100,141,1.0,13.8,2.5
2021-01-02 06:41:24,1.0,3.36,261,107,0.0,14.3,2.5
2021-01-02 06:56:34,1.0,1.02,41,166,0.0,6.3,0.0
2021-01-02 06:07:11,1.0,0.76,170,186,0.0,8.3,2.5
2021-01-02 06:51:30,1.0,1.62,186,163,2.06,12.36,2.5
2021-01-02 06:47:32,1.0,0.76,234,113,2.08,10.38,2.5
2021-01-02 06:12:09,1.0,1.62,161,137,0.0,10.8,2.5
2021-01-02 06:53:07,1.0,1.0,229,140,1.75,10.55,2.5
2021-01-02 06:32:03,1.0,6.45,141,138,0.0,24.8,2.5
2021-01-02 06:37:42,1.0,1.8,141,137,2.15,12.95,2.5
2021-01-02 06:27:36,1.0,1.4,186,161,2.45,12.25,2.5
2021-01-02 06:42:04,1.0,5.5,186,12,0.0,20.8,2.5
2021-01-02 06:04:24,1.0,0.78,186,234,1.46,8.76,2.5
2021-01-02 06:17:58,1.0,5.54,107,226,0.0,21.8,2.5
2021-01-02 06:02:00,1.0,1.0,186,161,2.2,11.0,2.5
2021-01-02 06:26:31,1.0,1.6,68,246,0.0,10.8,2.5
2021-01-02 06:41:36,1.0,1.2,151,43,1.36,8.16,0.0
2021-01-02 06:47:20,1.0,3.55,79,141,0.0,14.3,2.5
2021-01-02 06:41:08,1.0,2.37,116,238,0.0,12.3,2.5
2021-01-02 06:47:36,1.0,2.29,237,137,2.36,14.16,2.5
2021-01-02 06:35:01,1.0,2.4,262,163,2.66,15.96,2.5
2021-01-02 06:01:01,1.0,16.07,132,255,6.7,51.0,0.0
2021-01-02 06:24:21,1.0,4.3,74,230,0.0,18.8,2.5
2021-01-02 06:06:00,1.0,1.19,186,137,0.0,10.3,2.5
2021-01-02 06:01:14,1.0,5.4,132,197,0.0,18.3,0.0
2021-01-02 06:44:49,1.0,0.7,186,246,0.0,7.8,2.5
2021-01-02 06:50:57,1.0,7.8,100,244,0.0,27.3,2.5
2021-01-02 06:20:44,1.0,5.01,140,167,0.0,19.8,2.5
2021-01-02 06:34:32,1.0,2.33,263,151,0.0,12.3,2.5
2021-01-02 06:47:18,1.0,4.47,238,137,1.2,20.0,2.5
2021-01-02 06:40:06,1.0,20.8,239,132,12.25,73.67,2.5
2021-01-02 06:22:15,1.0,0.37,236,236,0.0,6.8,2.5
2021-01-02 06:33:13,1.0,0.81,263,237,1.56,9.36,2.5
2021-01-02 06:38:39,2.0,1.9,162,263,3.05,13.35,2.5
2021-01-02 06:07:29,1.0,2.9,186,140,2.0,16.8,2.5
2021-01-02 06:39:48,1.0,3.2,186,261,2.85,17.15,2.5
2021-01-02 06:39:01,1.0,2.4,263,233,0.0,12.3,2.5
2021-01-02 06:49:47,1.0,3.1,233,75,1.5,15.8,2.5
2021-01-02 06:46:39,5.0,3.75,137,43,0.0,15.3,2.5
2021-01-02 06:28:31,2.0,1.18,186,230,1.0,10.3,2.5
2021-01-02 06:39:23,1.0,1.0,186,161,1.96,11.76,2.5
2021-01-02 06:14:20,1.0,21.93,132,88,11.06,66.36,2.5
2021-01-02 06:28:21,1.0,2.0,42,75,0.0,10.8,0.0
2021-01-02 06:48:27,2.0,2.74,238,237,4.14,17.94,2.5
2021-01-02 06:34:45,1.0,1.12,68,234,0.0,9.3,2.5
2021-01-02 06:05:11,1.0,5.93,166,186,0.0,22.8,2.5
2021-01-02 06:07:20,1.0,3.56,239,116,0.0,17.3,2.5
2021-01-02 06:35:40,1.0,1.65,239,237,0.0,12.3,2.5
2021-01-02 06:51:58,1.0,0.74,141,237,0.0,7.3,2.5
2021-01-02 06:37:54,1.0,2.0,79,186,2.55,15.35,2.5
2021-01-02 06:43:30,1.0,18.57,132,50,12.28,73.7,2.5
